date,open,high,low,close,volume,Dividends,Stock Splits,ticker
2026-04-21,393.0,393.95001220703125,385.2200012207031,386.4200134277344,50530600,0.0,0.0,TSLA
2026-04-22,387.57000732421875,393.010009765625,385.29998779296875,387.510009765625,62362800,0.0,0.0,TSLA
2026-04-23,375.2799987792969,386.0,368.3900146484375,373.7200012207031,93969500,0.0,0.0,TSLA
2026-04-24,373.5,382.760009765625,370.7300109863281,376.29998779296875,62893300,0.0,0.0,TSLA
2026-04-27,372.0899963378906,380.7799987792969,364.0199890136719,378.6700134277344,66735800,0.0,0.0,TSLA
2026-04-28,374.67999267578125,382.2900085449219,372.5400085449219,376.0199890136719,50864400,0.0,0.0,TSLA
2026-04-29,375.3999938964844,376.3999938964844,370.0400085449219,372.79998779296875,45384800,0.0,0.0,TSLA
2026-04-30,372.75,384.75,368.1700134277344,381.6300048828125,51076000,0.0,0.0,TSLA
2026-05-01,382.489990234375,397.82000732421875,378.79998779296875,390.82000732421875,65338300,0.0,0.0,TSLA
2026-05-04,390.2300109863281,394.6400146484375,384.79998779296875,392.510009765625,48765100,0.0,0.0,TSLA
2026-05-05,395.19000244140625,402.1199951171875,389.0,389.3699951171875,47780600,0.0,0.0,TSLA
2026-05-06,386.25,401.67999267578125,384.0199890136719,398.7300109863281,53465400,0.0,0.0,TSLA
2026-05-07,407.4800109863281,415.8299865722656,402.1199951171875,411.7900085449219,64294200,0.0,0.0,TSLA
2026-05-08,416.4800109863281,431.20001220703125,416.3900146484375,428.3500061035156,65050000,0.0,0.0,TSLA
2026-05-11,422.1600036621094,449.1600036621094,416.79998779296875,445.0,78376100,0.0,0.0,TSLA
2026-05-12,441.4100036621094,447.79998779296875,422.260009765625,433.45001220703125,60569300,0.0,0.0,TSLA
2026-05-13,436.6700134277344,453.3999938964844,430.2099914550781,445.2699890136719,68283200,0.0,0.0,TSLA
2026-05-14,446.489990234375,451.9800109863281,441.1600036621094,443.29998779296875,46070400,0.0,0.0,TSLA
2026-05-15,433.9800109863281,434.6600036621094,422.0,422.239990234375,52688700,0.0,0.0,TSLA
2026-05-18,419.2699890136719,421.1300048828125,405.3299865722656,409.989990234375,52474200,0.0,0.0,TSLA
2026-05-19,403.1600036621094,405.6300048828125,393.6300048828125,404.1099853515625,46500600,0.0,0.0,TSLA
2026-05-20,407.6000061035156,417.4599914550781,406.3900146484375,417.260009765625,45294700,0.0,0.0,TSLA
2026-05-21,422.17999267578125,426.95001220703125,412.8999938964844,417.8500061035156,42636900,0.0,0.0,TSLA
2026-05-22,422.6700134277344,431.510009765625,420.510009765625,426.010009765625,45944100,0.0,0.0,TSLA
